DATE,SEASON,SEASNUM,STREAM,STREAMNUM,STREAMTYPE,REACH,HABITAT,V_NAME_,V_LABEL_,ALL,CRC,CSR,DSS,GSD,LES,NHS,OTD,OZM,RBD,SLM,WTS,BDS,GSF,HHC,SMB,SRD,STD,AMM,OZB,BTM,FTD,NSF,TSS,RH,BLG,BES,CKM,TEMP,DO,PH,SPC,LENGTH,COVER,AREA,WIDTH,CANOPY,DEPTH,VELOCITY,SUBSTRATE,VOLUME,TOTDENVOL,COVERASN,CANOPYASN,TOTDENAREA,TOTDNARLOG,TOTNUMLOG,VOLLOG,TOTDENVOLLOG,RICHNESS,VELOCITYLOG,DEPTHLOG,SUBSTRATELOG,CSRDNVOL,CSRDNVOLLOG,CANOPYLOG,COVERLOG,OTDRBD,OTDRBDDEN,OTDRBDDNLOG
37719,April,4,Cave,2,1,4,Riffle,PopEst,PopEst,141,7,58,0,0,0,0,1,0,12,3,0,0,0,0,0,58,3,0,0,0,0,0,0,0,0,0,0,9.005,0.985,6.615,47.9,38.3,70,221.0457143,5.771428571,60,26.38095238,7.19047619,4.619047619,58.31396463,2.4179457,44.44953802,36.88859859,0.637877104,0.214281312,2.149219113,1.765772569,0.533765159,7,0.913309152,1.43744855,0.749662713,0.994615962,0.29985929,1.77815125,1.84509804,13,0.222931164,0.087402012
37719,April,4,Cave,2,1,5,Run,PopEst,PopEst,249,24,130,1,0,0,0,52,0,2,8,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0,0,9.005,0.985,6.615,47.9,42.9,40,257.4,6,52.85714286,24.76190476,7.142857143,4.333333333,63.73714286,3.906670253,23.59013767,31.92516743,0.967365967,0.293885154,2.396199347,1.804392591,0.690786873,8,0.910776816,1.41097797,0.726998728,2.03962704,0.482820299,1.723103684,1.602059991,54,0.847229693,0.266520901
37720,April,4,Water,6,2,1,Riffle,PopEst,PopEst,281,0,35,18,0,0,0,195,0,16,0,0,75,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,11.815,1.005,7.71,351.6,63,75,382.2,6.066666667,56.11111111,7.185185185,4.148148148,3.925925926,27.46177778,10.23240383,48.61502364,34.14998594,0.735217164,0.239353835,2.44870632,1.438728648,1.050472709,8,0.711651036,0.91302851,0.692487877,1.274498697,0.356885692,1.749048869,1.875061263,211,7.683406432,0.938690129
37720,April,4,Water,6,2,2,Run,PopEst,PopEst,156,0,176,32,0,0,0,23,0,0,0,0,7,0,11,0,9,0,1,1,0,0,0,0,0,0,0,0,11.815,1.005,7.71,351.6,35.1,25,200.07,5.7,59.16666667,20.88888889,3.333333333,4.222222222,41.7924,3.732736096,14.48485539,36.29376873,0.779727096,0.250353412,2.193124598,1.621097312,0.675112288,8,0.636822098,1.340223717,0.717855348,4.211292005,0.716945409,1.772077103,1.397940009,23,0.550339296,0.190426755
37720,April,4,Water,6,2,3,Riffle,PopEst,PopEst,83,0,0,9,0,0,0,91,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.815,1.005,7.71,351.6,15.1,25,90.6,6,76.66666667,9.555555556,6.333333333,3.777777778,8.657333333,9.587247805,14.48485539,50.08088368,0.91611479,0.282421523,1.919078092,0.937384139,1.024783078,4,0.865301426,1.023481096,0.679225946,0,0,1.884606581,1.397940009,91,10.51131988,1.061125123
37720,April,4,Water,6,2,4,Run,PopEst,PopEst,161,5,16,20,0,0,0,40,0,0,0,0,5,0,1,0,64,0,1,0,0,0,0,0,0,0,0,0,11.815,1.005,7.71,351.6,25.9,10,182.854,7.06,50,11.66666667,1.333333333,3.4,21.33296667,7.547004714,5.742081468,30.01521644,0.880483883,0.274269616,2.206825876,1.329051255,0.931813943,8,0.367976785,1.102662342,0.643452676,0.750012891,0.243041248,1.698970004,1,40,1.875032227,0.458642717
37720,April,4,Water,6,2,5,Riffle,PopEst,PopEst,281,0,50,27,0,0,0,72,0,0,0,0,31,0,4,0,100,0,0,0,0,0,0,0,0,0,0,0,11.815,1.005,7.71,351.6,73.2,75,408.09,5.575,55,10.13888889,3.388888889,3.861111111,41.37579167,6.791410839,48.61502364,33.3839372,0.688573599,0.227519995,2.44870632,1.616746316,0.891616105,6,0.642354586,1.046841872,0.686735548,1.208436092,0.344084836,1.740362689,1.875061263,72,1.740147973,0.437774016
37720,April,4,Water,6,2,6,Pool,PopEst,PopEst,347,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.815,1.005,7.71,351.6,38.2,25,184.6333333,4.833333333,80,22.22222222,1.055555556,4.722222222,41.02962963,8.457302762,14.48485539,53.15705071,1.879400614,0.459302093,2.540329475,1.613097597,0.975767293,1,0.312929219,1.365903777,0.75756472,8.457302762,0.975767293,1.903089987,1.397940009,0,0,0
37721,April,4,Sylamore,4,2,1,Riffle,PopEst,PopEst,22,0,13,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12.015,0.955,7.465,269.8,24.4,35,261.69,10.725,85,11.16666667,4.833333333,4.083333333,29.22205,0.752856148,20.49770658,58.24119519,0.084068937,0.0350569,1.342422681,1.46571068,0.243746276,3,0.765916794,1.08517161,0.706148589,0.444869542,0.159828636,1.929418926,1.544068044,0,0,0
37721,April,4,Sylamore,4,2,2,Pool,PopEst,PopEst,113,0,7,25,0,14,3,0,0,6,3,0,4,0,8,8,0,0,0,3,2,0,7,1,0,0,0,0,12.015,0.955,7.465,269.8,57,10,669.75,11.75,80.625,46.04166667,1.583333333,4.041666667,308.3640625,0.366449965,5.742081468,53.75840099,0.168719672,0.067710354,2.053078443,2.489063759,0.135593734,13,0.412180448,1.6724827,0.702574129,0.02270044,0.009748443,1.906469728,1,6,0.01945752,0.008369134
37721,April,4,Sylamore,4,2,3,Run,PopEst,PopEst,100,0,5,10,0,0,0,0,1,51,2,0,13,0,5,0,0,0,0,1,0,7,0,0,0,0,0,0,12.015,0.955,7.465,269.8,50,,433.75,8.675,78.75,15.70833333,6.125,3.625,68.13489583,1.467676714,,51.9788436,0.23054755,0.0900984,2,1.833369596,0.392288263,9,0.852784869,1.222933131,0.665111737,0.073383836,0.030755051,1.896250562,,51,0.748515124,0.242669393
37721,April,4,Sylamore,4,2,4,Riffle,PopEst,PopEst,66,0,0,0,0,0,0,0,0,24,0,0,19,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12.015,0.955,7.465,269.8,37.8,,351.54,9.3,90.71428571,13.19047619,8,3.666666667,46.3698,1.423340191,,65.14648072,0.187745349,0.074723338,1.819543936,1.666235223,0.384414385,3,0.954242509,1.151996969,0.669006781,0,0,1.957675685,,24,0.517578251,0.181151094
37723,April,4,Tomahawk,5,2,1,Run,PopEst,PopEst,242,0,75,6,0,0,0,37,0,0,0,0,17,0,2,0,102,0,1,0,0,0,0,0,0,0,0,0,16.795,1.035,7.77,404.75,21.7,20,174.685,8.05,60,12.75,2.333333333,3.583333333,22.2723375,10.86549627,11.54281075,36.88859859,1.385350774,0.377552253,2.383815366,1.347765799,1.074285907,7,0.522878745,1.138302698,0.661181443,3.367405868,0.640223553,1.77815125,1.301029996,37,1.661253562,0.425086256
37723,April,4,Tomahawk,5,2,2,Riffle,PopEst,PopEst,108,0,3,12,0,0,0,24,0,0,0,0,11,2,0,0,56,0,0,0,0,0,0,0,0,0,0,0,16.795,1.035,7.77,404.75,15.8,10,97.43333333,6.166666667,60,12.77777778,4.222222222,5.444444444,12.44981481,8.674827827,5.742081468,36.88859859,1.108450222,0.323963352,2.033423755,1.095162892,0.985643245,6,0.717855348,1.139179176,0.809185484,0.24096744,0.093760387,1.77815125,1,24,1.927739517,0.466532435
37723,April,4,Tomahawk,5,2,3,Pool,PopEst,PopEst,162,0,30,16,0,0,1,27,0,0,0,0,2,2,7,0,78,0,1,0,0,0,0,0,0,0,0,0,16.795,1.035,7.77,404.75,20.1,5,123.615,6.15,53.33333333,22.58333333,2.25,5.083333333,27.9163875,5.803043105,2.867437651,32.24730064,1.310520568,0.363709839,2.209515015,1.445859218,0.832703223,9,0.511883361,1.372605189,0.784141614,1.074637612,0.316942247,1.726998728,0.698970004,27,0.967173851,0.293842743
37723,April,4,Tomahawk,5,2,4,Riffle,PopEst,PopEst,75,0,3,1,0,0,0,35,0,0,1,0,17,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16.795,1.035,7.77,404.75,14.1,35,80.8353,5.733,40,4.888888889,3.666666667,4.666666667,3.951948,18.9779825,20.49770658,23.59013767,0.927812478,0.285064787,1.875061263,0.596811221,1.300551628,6,0.669006781,0.77003336,0.753327667,0.7591193,0.245295293,1.602059991,1.544068044,35,8.856391835,0.99371796
37723,April,4,Tomahawk,5,2,5,Pool,PopEst,PopEst,161,0,36,44,0,0,0,22,0,0,0,0,18,0,1,0,36,0,0,0,0,0,0,0,0,0,0,0,16.795,1.035,7.77,404.75,26.9,15,105.7977,3.933,70,25.83333333,0.722222222,4.222222222,27.3310725,5.890731145,8.631302261,44.44953802,1.521772212,0.401705855,2.206825876,1.436656674,0.838265305,6,0.236089189,1.428674626,0.717855348,1.317182119,0.364960169,1.84509804,1.176091259,22,0.804944628,0.256463883
37723,April,4,Tomahawk,5,2,6,Riffle,PopEst,PopEst,234,0,0,1,0,0,0,53,0,0,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.795,1.035,7.77,404.75,15.3,,98.94,6.466666667,93.33333333,5.444444444,7.555555556,3.888888889,5.386733333,43.44005643,,68.995508,2.365069739,0.526994069,2.369215857,0.731325477,1.647774602,4,0.932248216,0.809185484,0.689210167,0,0,1.970036777,,53,9.838987141,1.034988701
37723,April,4,Tomahawk,5,2,7,Pool,PopEst,PopEst,216,0,78,1,0,0,3,38,1,0,0,0,16,0,2,0,74,0,0,0,0,0,0,0,0,0,0,0,16.795,1.035,7.77,404.75,35.3,10,298.5371429,8.457142857,57.14285714,48.14285714,0,4.095238095,143.7243102,1.502877277,5.742081468,34.86758096,0.723528061,0.236418359,2.334453751,2.157530233,0.398439556,8,0,1.691460403,0.707164483,0.542705683,0.18828308,1.756961951,1,38,0.264395077,0.101882796
37723,April,4,Tomahawk,5,2,8,Run,PopEst,PopEst,197,0,89,6,0,0,2,8,0,0,0,0,16,1,4,0,71,0,0,0,0,0,0,0,0,0,0,0,16.795,1.035,7.77,404.75,22.5,15,156.375,6.95,35,29.66666667,0.5,3.916666667,46.39125,4.246490448,8.631302261,20.49770658,1.259792166,0.354068499,2.294466226,1.666436075,0.719868887,8,0.176091259,1.486666573,0.691670766,1.918465228,0.465154523,1.544068044,1.176091259,8,0.172446313,0.069092965
37724,April,4,Bear,1,1,1,Riffle,PopEst,PopEst,83,5,58,0,2,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.58,0.81,6.55,32.9,15.2,20,123.12,8.1,58.33333333,21.33333333,8.333333333,4.444444444,26.2656,3.160026803,11.54281075,35.70343483,0.674139051,0.223791527,1.919078092,1.419387326,0.619096129,5,0.970036777,1.348953548,0.735953571,2.208211501,0.506262991,1.765916794,1.301029996,11,0.418798733,0.151920792
37724,April,4,Bear,1,1,2,Run,PopEst,PopEst,152,10,106,1,1,1,2,2,8,0,2,4,0,1,2,0,9,0,0,0,0,0,0,0,1,0,0,0,17.58,0.81,6.55,32.9,36.1,10,276.165,7.65,60.83333333,38.33333333,3.555555556,5.277777778,105.86325,1.4358146,5.742081468,37.4880943,0.550395597,0.190442526,2.181843588,2.024745223,0.386644229,14,0.658541347,1.594760753,0.797805938,1.001291761,0.301310407,1.784141614,1,2,0.018892297,0.008128279
37724,April,4,Bear,1,1,3,Riffle,PopEst,PopEst,139,9,92,1,0,0,0,22,0,4,5,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,17.58,0.81,6.55,32.9,53,60,428.7111111,8.088888889,43.88888889,20.11111111,10.11111111,4.333333333,86.2185679,1.61218173,36.88859859,26.04621367,0.324227659,0.121962655,2.1430148,1.935600805,0.417003388,8,1.045757491,1.324511092,0.726998728,1.067055534,0.315352145,1.642354586,1.77815125,26,0.301559173,0.114463917
37724,April,4,Bear,1,1,4,Run,PopEst,PopEst,207,9,126,6,2,1,0,9,0,0,2,17,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,17.58,0.81,6.55,32.9,38.3,40,230.8942857,6.028571429,45.71428571,34.66666667,6.047619048,4.333333333,80.04335238,2.586098581,23.59013767,27.21669212,0.896514175,0.277956093,2.315970345,1.903325269,0.554622224,10,0.848042421,1.552262523,0.726998728,1.574146962,0.410633338,1.660051938,1.602059991,9,0.112439069,0.046276233
37724,April,4,Bear,1,1,5,Riffle,PopEst,PopEst,48,0,30,0,2,0,0,12,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.58,0.81,6.55,32.9,22.4,1,109.76,4.9,43.75,17.25,22.83333333,5.75,18.9336,2.535175561,0.573257962,25.95763919,0.437317784,0.157552799,1.681241237,1.277233198,0.548410986,5,1.377184787,1.261262869,0.829303773,1.584484726,0.41237397,1.640978057,0,12,0.63379389,0.213197268
37724,April,4,Bear,1,1,6,Run,PopEst,PopEst,176,21,115,6,2,1,0,11,3,1,3,8,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,17.58,0.81,6.55,32.9,19.8,25,143.55,7.25,58.75,31.5,2.083333333,4.583333333,45.21825,3.892233777,14.48485539,35.99805007,1.22605364,0.347535625,2.245512668,1.655313751,0.689507202,12,0.489020478,1.511883361,0.746893557,2.543220934,0.549398233,1.769007871,1.397940009,12,0.265379576,0.10222082
37775,June,6,Water,6,2,1,Riffle,PopEst,PopEst,108,0,1,1,0,0,0,48,0,0,0,0,23,0,3,0,18,0,2,0,0,0,0,0,0,0,0,0,17.61333333,0.69,7.98,363.8666667,21.9,35,111.252,5.08,,14.2,11,3.4,15.797784,6.836401865,20.49770658,,0.970769065,0.294635737,2.033423755,1.198596172,0.894116699,7,1.079181246,1.181843588,0.643452676,0.063300017,0.026655821,,1.544068044,48,3.038400829,0.606209422
37775,June,6,Water,6,2,2,Run,PopEst,PopEst,122,0,2,5,0,0,0,41,0,0,1,0,35,0,2,0,42,0,1,0,0,0,0,0,0,0,0,0,17.63333333,0.73,7.98,363.6,43.2,25,275.4,6.375,,13,7.125,3.708333333,35.802,3.407630859,14.48485539,,0.442992012,0.159263927,2.086359831,1.553907288,0.644205215,8,0.90982337,1.146128036,0.672867202,0.055862801,0.02360749,,1.397940009,41,1.14518742,0.331465241
37775,June,6,Water,6,2,3,Pool,PopEst,PopEst,353,1,62,28,0,0,0,10,0,0,0,0,11,0,12,0,192,0,3,1,0,0,0,0,0,0,0,0,17.65666667,0.766666667,7.973333333,363.6,29.7,20,164.538,5.54,,24.8,1.866666667,3.4,40.805424,8.650810735,11.54281075,,2.145401062,0.497676029,2.547774705,1.610717895,0.984563799,9,0.457377197,1.411619706,0.643452676,1.519405852,0.401298134,,1.301029996,10,0.24506546,0.095192185
37775,June,6,Water,6,2,4,Riffle,PopEst,PopEst,78,0,1,7,0,0,0,27,0,0,0,0,23,0,2,0,31,0,0,0,0,0,0,0,0,0,0,0,17.67333333,0.846666667,7.926666667,358.4333333,13.3,15,81.13,6.1,,12.55555556,7.777777778,3.444444444,10.18632222,7.657326982,8.631302261,,0.961419943,0.292570587,1.892094603,1.00801741,0.937383821,6,0.943384582,1.132117321,0.647817482,0.098170859,0.040669915,,1.176091259,27,2.650613186,0.562365818
37775,June,6,Water,6,2,5,Run,PopEst,PopEst,173,0,8,12,0,0,0,18,0,0,1,0,10,0,7,0,115,0,1,0,0,0,0,0,0,0,0,0,17.67333333,0.84,7.9,358.6,30.2,15,193.28,6.4,,17.72222222,1.277777778,3.388888889,34.25351111,5.050577135,8.631302261,,0.895074503,0.277626289,2.238046103,1.534705095,0.781796802,8,0.357511352,1.272357396,0.642354586,0.2335527,0.091157708,,1.176091259,18,0.525493575,0.183410383
37775,June,6,Water,6,2,6,Riffle,PopEst,PopEst,222,0,29,22,0,0,0,28,0,0,1,0,29,0,0,0,107,0,1,0,0,0,0,0,0,0,0,0,17.43666667,0.876666667,7.96,356.8666667,71.1,25,360.8325,5.075,,16,8.958333333,3.5,57.7332,3.845274469,14.48485539,,0.615243915,0.208238114,2.346352974,1.76142563,0.685318383,7,0.998186659,1.230448921,0.653212514,0.502310629,0.17675974,,1.397940009,28,0.484989573,0.171723404
37775,June,6,Water,6,2,7,Pool,PopEst,PopEst,402,4,127,80,0,0,0,6,0,0,1,0,17,0,11,0,167,0,3,0,0,0,0,0,0,0,0,0,17.27333333,0.92,7.933333333,355.8666667,32.3,10,158.27,4.9,,25.26666667,2.466666667,4,39.98955333,10.05262541,5.742081468,,2.539963354,0.548998766,2.604226053,1.601946553,1.043465451,9,0.539912085,1.419404963,0.698970004,3.175829421,0.62074275,,1,6,0.150039185,0.060712638
37776,June,6,Tomahawk,5,2,1,Pool,PopEst,PopEst,212,0,12,7,0,0,0,30,0,0,0,0,17,0,0,0,145,0,1,0,0,0,0,0,0,0,0,0,14.79,0.896666667,7.65,389.1666667,15.3,10,130.356,8.52,,15.93333333,3.066666667,4.333333333,20.770056,10.20700185,5.742081468,,1.626315628,0.419346918,2.326335861,1.317437667,1.049489444,6,0.609238576,1.228742458,0.726998728,0.577754822,0.198039516,,1,30,1.444387054,0.388169975
37776,June,6,Tomahawk,5,2,2,Run,PopEst,PopEst,235,0,117,9,0,0,0,19,0,0,0,0,29,0,0,0,68,0,1,0,0,0,0,0,0,0,0,0,14.80666667,0.89,7.65,389.0333333,24.8,10,188.0666667,7.583333333,,19.11111111,7.166666667,3.5,35.94162963,6.5383791,5.742081468,,1.249556895,0.352096982,2.371067862,1.555597765,0.877277974,6,0.91204483,1.303436065,0.653212514,3.255278105,0.628927949,,1,19,0.528634906,0.184303772
37776,June,6,Tomahawk,5,2,3,Run,PopEst,PopEst,179,0,36,1,0,0,0,31,0,0,1,0,12,0,0,0,88,0,1,0,0,0,0,0,0,0,0,0,15.24,0.983333333,7.7,388.1333333,13.8,10,100.74,7.3,,22,10.22222222,4.444444444,22.1628,8.07659682,5.742081468,,1.7768513,0.443552624,2.252853031,1.345624627,0.957923045,7,1.050078864,1.361727836,0.735953571,1.624343495,0.419020678,,1,31,1.398740231,0.379983219
37776,June,6,Tomahawk,5,2,4,Run,PopEst,PopEst,254,0,78,17,0,1,0,27,0,0,0,0,14,0,1,0,103,0,3,0,0,0,0,0,0,0,0,0,15.24333333,0.97,7.686666667,388.2666667,20.5,15,115.21,5.62,,24.73333333,7,4.8,28.49527333,8.91375903,8.631302261,,2.204669734,0.505783279,2.404833717,1.454772827,0.996238358,8,0.903089987,1.410496046,0.763427994,2.73729608,0.572557505,,1.176091259,27,0.947525566,0.289483168
37776,June,6,Tomahawk,5,2,5,Riffle,PopEst,PopEst,147,0,16,0,0,0,0,36,0,0,0,0,75,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,15.22333333,0.956666667,7.66,389.7,13.7,35,91.4475,6.675,,10.08333333,23.5,4.75,9.22095625,15.94194745,20.49770658,,1.607479701,0.416220936,2.167317335,0.964775961,1.22896333,4,1.389166084,1.044670395,0.759667845,1.735177954,0.436985587,,1.544068044,36,3.904150397,0.69056378
37776,June,6,Tomahawk,5,2,6,Pool,PopEst,PopEst,126,0,45,1,0,0,0,9,0,0,0,0,12,0,2,0,60,0,1,0,0,0,0,0,0,0,0,0,15.22666667,0.956666667,7.653333333,389.6333333,31.6,30,140.0933333,4.433333333,,35.33333333,3.444444444,3.611111111,49.49964444,2.545472829,17.46645787,,0.8994004,0.278616525,2.100370545,1.694602079,0.549674162,7,0.647817482,1.560305243,0.663805587,0.909097439,0.280828095,,1.477121255,9,0.181819488,0.072551147
37776,June,6,Tomahawk,5,2,7,Riffle,PopEst,PopEst,94,0,0,0,0,0,0,10,0,0,0,0,81,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15.20666667,0.98,7.64,389.7333333,14.6,15,117.165,8.025,,12.16666667,7.75,3.333333333,14.255075,6.594142788,8.631302261,,0.802287373,0.25582404,1.973127854,1.153969507,0.880478759,3,0.942008053,1.119475841,0.636822098,0,0,,1.176091259,10,0.701504552,0.230833115
37776,June,6,Tomahawk,5,2,8,Pool,PopEst,PopEst,408,0,140,7,0,0,0,24,1,0,0,0,25,0,4,0,302,0,2,0,0,0,0,0,0,3,0,0,,,,,35,15,252,7.2,,45.5,1.388888889,4.222222222,114.66,3.558346415,8.631302261,,1.619047619,0.418143395,2.610660163,2.059411937,0.658807327,9,0.37819595,1.667452953,0.717855348,1.221001221,0.346548797,,1.176091259,24,0.209314495,0.082539258
37776,June,6,Tomahawk,5,2,9,Run,PopEst,PopEst,416,0,51,12,0,0,0,4,0,0,0,0,12,1,0,0,203,0,1,0,0,0,0,0,0,2,0,0,,,,,21.9,15,124.83,5.7,,29.83333333,5.583333333,3.833333333,37.24095,11.17049914,8.631302261,,3.332532244,0.636741804,2.619093331,1.571020751,1.08530839,8,0.818445845,1.489020478,0.684246748,1.369460231,0.374649424,,1.176091259,4,0.107408646,0.04430791
37780,June,6,Falling,3,1,1,Run,PopEst,PopEst,51,0,32,2,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0.876666667,6.63,15.83333333,13.9,12,56.99,4.1,,26.77777778,15.88888889,5.111111111,15.26065556,3.341927207,6.895598354,,0.894893841,0.277584884,1.707570176,1.18357319,0.637682538,4,1.227601079,1.443697499,0.78612018,2.096895503,0.490926551,,1.079181246,6,0.393167907,0.144003461
